Vedio link,Video title,Timing Start,Timing End,Over All Label,Aspect_1,Aspect_Comp_label_1,Label_Complaint_1,timing_1,Aspect_1 Reasonings,Aspect_2,Aspect_Comp_label_2,Label_Complaint_2,timing_2,Aspect_2 Reasonings,Aspect_3,Aspect_Comp_label_3,Label_Complaint_3,timing_3,Aspect_3 Reasonings,Aspect_4,Aspect_Comp_label_4,Label_Complaint_4,timing_4,Aspect_4 Reasonings
https://x.com/AfDB_Group/status/1659468943466156033,"Hasan Abdalla, Chairperson of the Boards of Governors of the African Development Bank and Governor of the Central Bank of #Egypt welcomes you to the 2023 African Development Bank Annual Meetings.",0.00,5.38,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/BU4Bfr7_HMw?si=QctLB9kM1TjgPE7S,Bhim upi customer care se baat kaise kare | bhim upi customer care number | bhim helpline,0,5.31,1,Customer Service,1,Fraud transaction from the UPI card,1.2,for any type of fraud transaction and for any type of complain call in the toll free number 18001201740 call the linked bhim app sim. and follow the process,Service types,0,No cause,,No cause,,,,,,,,,,
https://youtu.be/65erC0aUkyM?si=LSy29NPrBrx8186a,Best Bank For UPI Payment With Low UPI Transaction Failure,0:00,4.14,0,Transaction,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/mmcTqJkyqhI?si=xCF45aMaRNRuDqCZ,BHIM App- Be Aware of Upi Transaction Fraud.( Hindi) | BHIM app me fraud kaise hota he.,0,3.57,1,Service types,1,problem in sim card,1.3,"The BHIM app will not work on a phone which doesn't have a SIM card or SIM card which do not have mobile number registered with respective bank. BHIM is NOT an e-wallet. This means you don't need to add money to BHIM, since it is basically your bank account.",Transaction,1, wrong authentication message from mobile,2.57,approving the wrong authentication message from mobile and after authenticating providing the TPIN,,,,,,,,,,
https://youtu.be/5LIJyXNDK6Q?si=Ch8DH83JpVkdPS-m,New Cashback Savings Account | DCB Bank Happy Savings Account Launched | Best Saving Bank Account,0:00,3.56,0,Claimed Benifit,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/5yp90y0EMew?si=8PoHlzx-0xxDwuXm,Google pay payment transfer payment declined by your bank | payment declined by your bank Google pay,0,3.3,1,Transaction,1,"Google pay se paisa transfer nahi ho raha payment declined by your bank ",0.13,Payment is declined by your bank and google pay is able to check the money but  the bank is showing that you are unable to make payment .,Claimed Benifit,1,Claim the money from the bank to get return the money.,2.37,you will have to visit the bank to claim the return of money.,,,,,,,,,,
https://youtu.be/MM8MVKKHwNc?si=AwxpbzkhTzBAv4Nz,"UPI Scam: India में बढ़ रहे UPI फ्रॉड के मामले, इस फर्जीवाड़े से ऐसे बचें ",0,3.23,0,Customer service,0,Be aware from fraud UPI transaction,2.43,"Dont share OTP, UPI pin, recheck the payee details and the customer details to  get rid from fraud upi transaction and hacker.",,,,,,,,,,,,,,,
https://youtu.be/9oj1da-2TeM?si=XblxHv5kCQSFROLp,google pay se Paisa transfer nahi ho raha hai | google pay payment failed processing problem,0,3.2,1,Transaction,1,Transaction problem in google pay,1.21, video me hm loag baat karenge ki google pay se paisa transfer nahi ho raha hai to kya kare ya google pay payment sending problem for new upi and  it limits the transaction to the limit of 5000 in the bank account,Customer Service,1,Every bank has limitaion in transaction,2.3,you will have ot wait upto 24 hrs for the next transaction due to limit in  bank account.,claimed benifit,1,Bank limit has been increased,2.47,there is no solution in claiming the transaction limit exceed to the company or applying for the increment of the bank limit to the banking app because there are no facility to resolve it.,,,,,
https://youtu.be/MW4zEXDgVq8?si=xECd4tdw3UoHPTaq,Phonepe fraud how to complain against fraud.,0,3.08,1,Transaction,1,Wrong transaction done,1.27,Wrongly sent the money to the unknown account in hurry.,Claimed Benifit,1,money recovered by the bank,,recovered money,,,,,,,,,,
https://youtu.be/9IUGnALoBxI?si=CLuP_lcNfHRnkM-t,"Online Fraud How To Money Recovery In 24 Hours ( Paytm, Google Pay, Phone pay, Quick support & Bank)",0:0,3.07,1,Transaction,1,"Wrong transaction done by Paytm, Google Pay, Phone pay.Online Fraud How to money recover in 24 hours
Banking fraud money recovery Toll free no 155260
Call only MP & CHATISHGARH",0.56,Banking fraud by online transaction money recover by police in MP & Chatishgarh by lodging a complain in the tollfree number 155260,,,,,,,,,,,,,,,
https://youtu.be/gV_R_O23NB8?si=AjMEtPaQ8Ka9kUlU,payment declined by your bank google pay | google pay mobile recharge problem,0,2.49,1,Transaction,1,"1)payment declined by your bank google pay
2)google pay mobile recharge problem
3)payment declined by your bank
4)google pay mobile recharge problem fix
5)Google pay se recharge nahi ho raha hai
6)Google pay se Airtel number par recharge nahi ho raha hai
7)Google pay recharge problem fix",2.08,Bank server is not working properly server is not reached and bank server is busy.,Service types,0,No complaint,,No cause,,,,,,,,,,
https://x.com/WIONews/status/1669553107301457921,The Bank of England has accepted its failure to correctly forecast the nation's inflation shock in the past. The central bank has now agreed to an external review of its forecasting errors.,0.00,2.45,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://x.com/Macro_Musings/status/1813201523565809861, important developments happening in cross-border payments and central bank digital currency (CBDC) technology around the globe.,0.00,2.02,0,Customer service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://x.com/RastJournal/status/1814254104257904981,Discover how central bank policies affect,0.00,1.57,0,Service types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/-7tyH7Yi058?si=wqnahYZRZqablTAr,Phonepe Fix UPI Limit Exceeded Problem Solve,0,1.5,1,Service types,1,bank has a limited transaction,1.05,"limit need to be increased by bank butbank has fixed the limit of transaction , you will have to wait for 24 hours or you will have to wait upto 00.00AM",Transaction,1,Transaction decline by bank,1.08,Transaction has been declined by bank.,,,,,,,,,,
https://youtu.be/Vg0tGEdFvBI?si=1SWxR4Krj5FWMgud,Happy customer shares his smart banking experience with #IDFCFIRSTBank at Startup Mahakumbh,0.00,1.48,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/K_LToc8D8OQ?si=my8vy52z7TNO82sg,Happy customer shares his smart banking experience with #IDFCFIRSTBank at Startup Mahakumbh,0:00,1.26,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/HKg50u7j91E?si=AXNaMVf_pxiFlNq9,"ABC Bank - Bank on Happy Customers (James Walsh, Cutting Edge Gamer)",0:00,1.21,0,Customer Service,0,No complaint,,No cause,Transaction,0,No complaint,,No cause,,,,,,,,,,
https://x.com/bbgoriginals/status/1673350579710758912,The Fed placed rate hikes on pause for a review period. Is six weeks enough for the central bank to take the economy’s temperature? ,0,1.18,0,Service types,0,No complaint,,No cause,Transaction,0,No complaint,,No cause,,,,,,,,,,
https://x.com/CryptoOasisUAE/status/1723204250518409297,SBI's $100M crypto venture.,0.00,1.15,0,Service types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/XgIKpKE_mzw?si=DbPt4q0-vfwe36T8,Customer and Banker Conversation in Bank animated video by Prime Time,0,1.1,1,Customer service,1,opening a new account problem,0.2,want to open a new account but dont know how to open the account for the satudent and what are the requirments for opening the account. ,,,,,,,,,,,,,,,
https://www.facebook.com/share/v/NRd1228poxgMgvev/,Happy Customer Service Week! We at Jaiz Bank wish to reaffirm our commitment to “making customer satisfaction our number one priority”,0:00,1.03,0,Customer Service,0,No complaint,,No cause,Transaction,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/iQapdnQIxmU?si=eaKP_m5vLbhFd7rc,"ICICI, scam, trust, bank, policies",0:00,18:33,1,Transactions,1,Trusting an agent,0:05,Expected security from a reputable bank,Service types,1,Comparison to cooperative banks,0:10,Highlighting the trust placed in large brands,Claimed benefit,1,Expectation of reliability from ICICI,0:15,Shock at being defrauded by a major bank,Customer service,1,Employee misconduct,0:20,Employees involved in fraudulent activities
https://youtu.be/_7iEBFhfy_8?si=VFi5M2_9rOuO0crp,Credit Card To Bank Account Money Transfer | Transfer Money From Credit Card To Bank Account,0:00,15:57,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtube.com/shorts/QwakLxuZT7Y?si=TmeAkla6e5Hnnt6n,UPI scam,0.0,0.59,1,Transaction,1,UPI payment  accept by pin,0.26,Scammers will introduce them as a coustomer. They want to make a architecture design but they tell them that they will pay the advance money for the design but to accept the money the architecture need to input the pin thats the scam but to accept the money through UPI no need to input the pin to accept the money.,Customer Service,0,No cause,,No cause,,,,,,,,,,
https://x.com/DekhReview/status/1783761870459203607,SBI credit card,0.00,0.59,0,Service types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://x.com/MunjalMohit9870/status/1631583737711558656,SBI Share Analysis,0.00,0.59,0,Service types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/4zGxlD2c6gI?si=dCPsvd9FXr0-cyLj,phone pay se galat account me paise transfer ho jaye to kya kare | phone pe wrong transaction refund,0:00,13:30,0,transaction,0,No complaint,,No cause,Claimed Benifit,0,No complaint,,No cause,Customer service,0,No complaint,,No cause,,,,,
https://x.com/avigyanofficial/status/1759397344288661646,Sbi oppurtunities fund,0.00,0.56,0,Customer service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/W09Zq18MAQo?si=8HzgYI0rpgdqvfpa,Bank Securely for a Happy Banking Experience,0:00,0.56,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/4BCo_K8Tj5s?si=QGPSE_NIkBmEQgVh,UPI App Fraud | UPI Frauds in India | UPI Fraud RBI Warning | Google Pay | BHIM | PayTM | PhonePe.,0:00,13:15,0,customer service,0,No complaint,,No cause,Claimed Benifit,0,No complaint,,No cause,Service Types,0,No complaint,,No cause,,,,,
https://youtu.be/z9om42KQJLs?si=6odV1_Aek83Umy-D,UPI apps money debited but not credited in recipient bank account problem solved,0:00,13:11,0,Customer Service,0,No complaint,,No cause,Claimed Benifit,0,No complaint,,No cause,transaction,0,No complaint,,No cause,,,,,
https://youtube.com/shorts/_2Qizgh3KnE?si=LWqc3PPcw7lzKXiI,Beware of these 4 UPI Scams ,0:00,12:59,1,Customer service,1,Warning about KYC fraud tactics threatening to disconnect services.,0:10,Advising to verify such requests through official channels only.,Transactions,1,Cautioning about accidental payment scam tactics.,0:30,Alerting viewers to avoid opening payment links sent by mistake.,Service types,1,Warning against downloading AnyDesk app for explanations.,0:50,Describing risks of AnyDesk as a device mirroring app used in scams.,Claimed benefit,1,Emphasizing the security measure of not needing a PIN to receive money.,1:00,Highlighting the importance of educating older generations about these scams.
https://youtube.com/shorts/J1V27OxxFWs?si=DX3sRxQ1NSLklgKO,anydesk app को खभी डाउनलोड ना करे | ऑनलाइन धोखाधड़ी से कैसे बचे #shorts #anydesk #ips #news #trend,0.0,0.54,1,Service types,1,Anydesk scam,0.12,Anydesk can control your device as a remort control and the payment and wnd whole control will be transfered as a remote device and hacker can control your device.,,,,,,,,,,,,,,,
https://youtu.be/pzZTpSGEDK8?si=7SpiavVK7HVTrdrm,"Proof देख लो 24hrs में मेरा Online fraud hua paisa wapas aa gaya | Google pay, Phonepe, Paytm, UPI",0:00,12:54,0,service type,0,No complaint,,No cause,transaction,0,No complaint,,No cause,customer service,0,No complaint,,No cause,,,,,
https://youtube.com/shorts/xDD9BPhGl7o?si=_SS-bUb720o86K99,"Mere sath hua Fake PhonePe Payment Scam, Aap Savdhaan raho ⚠️💯",0:00,12:49,1,Transactions,1,Describing the incident of receiving a fake payment at the grocery store.,0:10,Noticing that the money did not actually come through to the phone.,Customer service,1,Exposing the prevalence of fake Paytm and Google Pay apps sold on Telegram.,0:30,Detailing how scammers install fake apps that mimic real ones to deceive users.,Claimed benefit,1,Advising to verify UPI payments directly on one's own phone to avoid scams.,0:50,Warning against downloading and using fraudulent payment apps.,Service types,1,"Encouraging viewers to share the information, especially with shopkeepers.",1:00,Highlighting the potential legal consequences of being involved in such scams.
https://youtube.com/shorts/xDD9BPhGl7o?si=cvLDad5V5Z_5lLYN,"Mere sath hua Fake PhonePe Payment Scam, Aap Savdhaan raho ⚠️💯",0:00,12:48,1,Transactions,1,Describing the incident of receiving a fake payment at the grocery store.,0:10,Noticing that the money did not actually come through to the phone.,Customer service,1,Exposing the prevalence of fake Paytm and Google Pay apps sold on Telegram.,0:30,Detailing how scammers install fake apps that mimic real ones to deceive users.,Claimed benefit,1,Advising to verify UPI payments directly on one's own phone to avoid scams.,0:50,Warning against downloading and using fraudulent payment apps.,Service types,1,"Encouraging viewers to share the information, especially with shopkeepers.",1:00,Highlighting the potential legal consequences of being involved in such scams.
https://youtu.be/5h80Y6_oL8c?si=SiKdnw65SC9PppXp,"PhonePe Google pay से फ्राड | Live देख लो फ्राड ने मुझे लूट लिया, Phone Pe Customer Care",0:00,12:37,0,customer service,0,No complaint,,No cause,Service Types,0,No complaint,,No cause,transaction,0,No complaint,,No cause,,,,,
https://x.com/MunjalMohit9870/status/1731964770171879772,Central Bank of India Stock Analysis | Central Bank of India Stock Review | Stock to Invest,0.00,0.51,0,Customer service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/GRlmtkCP9rg?si=VRqK766l4-EcUSWu,UPI Fraud in Hindi - GPay UPI Fraud: How UPI Frauds Are Happening? | Sugandh Sharma,0:00,12:10,0,customer service,0,No complaint,,No cause,transaction,0,No complaint,,No cause,Service Types,0,No complaint,,No cause,,,,,
https://youtu.be/eTwL_sxHB4s?si=QY-SDhbUsYIRg_GM,Indian Overseas Bank IOB Net Banking Activation Using Debit card Online 2022 | IOB Internet banking,0:00,11:45,0,customer Service,0,No complaint,,No cause,transaction,0,No complaint,,No cause,,,,,,,,,,
https://youtube.com/shorts/VquMkMd2kGs?si=OsaPNH0EYLKrErFk,"गलत UPI payment, तुरंत वापस #shortsvideo #shorts #upi #gpay #phonepe #scam #tipsandtricks",0.0,0.48,0,Service types,0,UPI payment refund,0.09,No cause,transaction,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/d_mEeMJX8tU?si=BLPtH1hs_OYM5WQ5,phone pay se galat account me paise transfer ho jaye to kya kare | phone pe wrong transaction refund,0:00,11:17,0,customer service,0,No complaint,,No cause,Service Types,0,No complaint,,No cause,customer service,0,No complaint,,No cause,,,,,
https://youtube.com/shorts/UvSznUEmbRA?si=ub-xcV411FcRsdTP,RBI - Banks Will Pay You Penalty | RBI Rules for Failed Transactions,0:00,0.47,0,Transaction,0,No complaint,,No cause,Service Types,0,No complaint,,No cause,,,,,,,,,,
https://youtube.com/shorts/Jj5PpI9xvBE?si=h9qAuIuVW6R7-hYR,Bank account unfreeze review || happy client,0:00,0.47,0,Claimed Benifit,0,No complaint,,No cause,Service Types,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/I7fNnhxowQg?si=AXSnaKXVKSDkkFhe,Phonepe se galat account me paise transfer hone par kya kare | phonepe wrong transaction refund 2024,0:00,11:11,0,service type,0,No complaint,,No cause,customer service,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/VzQku_76k-w?si=DhMzkhPMq151F0xG,PNB Zero Balance Account Opening Online 2023 | PNB Online Account Opening 2023,0:00,11:10,0,Service Types,0,No complaint,,No cause,Transaction,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/3zzhtcp_13U?si=GRtsVcfwXhfdZDvk,बिना OTP scam का बिल्कुल नया तरीका - Jamtara New scam | Google pay | Phone Pay | Paytm | New scam,0:00,11:10,0,transaction,0,No complaint,,No cause,Service Types,0,No complaint,,No cause,transaction,0,No complaint,,No cause,,,,,
https://youtu.be/YGq0t5nEuf8?si=eXkhB7BKjcUdkJaT,Income Tax Notice For UPI | Maximum UPI Transaction Limit 2024,0:00,11:10,0,service type,0,No complaint,,No cause,transaction,0,No complaint,,No cause,,,,,,,,,,
https://x.com/BloombergTV/status/1684077144832348160,Israel's former central bank Governor Karnit Flug says she's hopeful that the strong market reaction may prompt the Netanyahu government to review its judicial overhaul plans https://trib.al/gz5IUel,0.00,0.46,0,Transaction,0,No complaint,,No cause,Service Types,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/eb_fT6ZuaUk?si=5cRgE4tjLGGYYCzJ,How to Fix UPI Payment Limit Issue,0:00,10:54,1,Transaction,1,Payment fails due to UPI limit reached,0:10,UPI limit reached after transferring money,Service types,1,Bank limit reset tips,2:14,Increasing UPI limit by bank,Claimed benefit,1,Resolution after 24 hours,7:36,Waiting period for UPI limit reset,,,,,
https://youtu.be/0F503dBf-lg?si=lrAIvv5-_9G6SGrU,What to do if money is transferred from your phone to a wrong account?,0:00,10:54,1,Transaction,1,Money sent to wrong account,0:10,User mistakenly sent money to wrong account,Customer service,1,Process to retrieve money,2:14,"Follow NPCI process, go to the bank, contact phone's customer care",Claimed benefit,1,Money retrieval methods,7:36,Three methods to get money back,,,,,
https://youtu.be/II_64v0ZwdU?si=RDniyv5djZzEUkXp,"Witness the testament of our unwavering commitment to financial well-being at the Outlook Money 40After40 Expo, presented by IDFC FIRST Bank. Our valued customer applauds the bank's dedication to providing the best services. He also emphasises the expo's vital contribution to empowering individuals with essential knowledge for secure retirement planning.",0:00,0.45,0,Service Types,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/II_64v0ZwdU?si=R2msr5nP3D8JCV8P,Happy customer shares his experience at the Outlook Money 40After40 Expo presented by #IDFCFIRSTBank,0:00,0.45,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtube.com/shorts/j88Q3L9D08M?si=JN88WIhB83Grct3n,No More UPI Fraud !! #youtube #youtubeshorts #shorts #upi #paytm #googlepay #phonepe,0.0,0.44,0,Customer service,0,Return money,0.22,"user safety Rs.2000 for the first UPI transaction to get return for transaction by the RBI, Govt.of India.",Customer Service,0,No cause,,No cause,,,,,,,,,,
https://youtube.com/shorts/ovWUCqHvU1k?si=wDMM3hQSTi6zZo_T,"
NEW AMAZON PAY 😱 Fraud and SCAM || STAY AWARE || Hari kacher ||",0.0,0.43,1,Transaction,1,Transaction was done by fake screenshort.,0.16,The amount was paid by customer but they sent the screenshort as a proof  but the payment was not done after checking it was prooved but the every details was as it is like the proper transaction it was made by some application that makes the fake transaction proof.,Customer Service,1,The fake proof making was bad service that was fake .,0.32,the fake upi id made the fake payment that was the name of the customer was wrong by chance it was rechecked by the shopkeeper.,,,,,,,,,,
https://youtu.be/dI5UasyU1tE?si=XixgNatNAsaQTsua,Exposing a Scam,0:00,9:57,1,Transactions,1,Fake credit alert,0:10,Received fraudulent message claiming 8000 credits in SBI account,Transaction,1,Phishing,0:20,Message likely phishing attempt,Customer service,1,Fraud alert,0:40,Warns viewers about potential fraudsters,,,,,
https://youtu.be/3XW8OJuvxug?si=YjztGbTiRw9NsHni,Cashless Claim REJECTION Reasons,0:0,9:56,1,Claimed benefit,1,Cashless claim regection,"0:11,0:16","Hospital is not in the network list,blacklisted Hospital,",Service types,0,,,No cause,,,,,,,,,,
https://youtube.com/shorts/skX3iGlHMBU?si=ZWO1d8V4SpYUxJUQ,UPI payment fraud: How to ensure safety of your money? #shorts,0.0,0.41,1,Service types,1,UPI fraud by request payment and the sim swap fraud,0.21,Sim swap and the UPI fraud has has been increased by the hackers and they can make your bank account zero ,Customer Service,0,No cause,,No cause,,,,,,,,,,
https://youtu.be/490D3BILDYI?si=Ibxog_bSDYgf2UdP,How to get money back after being cheated online | Custom fraud | Online UPI Fraud | Payment fraud,0:00,9:47,0,Claimed Benifit,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtube.com/shorts/K2bv-Wr1B8M?si=WZymzD5O4IuMQkGZ,UPI Payment Frauds.,0.0,0.40,1,Transaction,1,UPI QR has been manipulated by outsiders QR code,0.08,Some one has stick the QR code on the shopkeepers payment QR code the payment has been diverted to the fraud QR code.,Service Types,0,No cause,,No cause,Transaction,0,No complaint,,No cause,,,,,
https://youtube.com/shorts/lF-nCqoNu0c?si=0vFQ1mGHJ2usiFzc,Wrong UPI Transaction kardiya अब क्या करे ?,0.0,0.40,0,Customer service,0,Mistakenly you have transfered the money by UPI,0.26,"You can easily return money by lodging the complaint in Helpline Number 18001201740 , 022 45414740 and go to the nearest bank manager to return the money. or you can register a complain in the website bankingombudsment.rbi.org.in ",,,,,,,,,,,,,,,
https://x.com/JacksonKrishna/status/1609541889816154113,SBI Cashback Credit Card,0.00,0.4,0,Customer service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://www.facebook.com/share/v/UZb8aBxzXjs9cFZN/,Happy Customer Service week (Hausa version),0:00,0.39,0,Customer Service,0,No complaint,,No cause,,,,,,,,,,,,,,,
https://youtu.be/3zzhtcp_13U?si=Msaa05jTHD_FmaOL,Jamtara Scam Awareness,0:00,9:00,1,Transaction,1,Money not credited,0:30,"Scammer claims money sent, victim checks and finds no credit in account",Customer service,1,None,N/A,N/A,Claimed benefit,1,Scam tactics,8:00,Creating urgency with fake messages to deceive victims into sending money without verification,Service types,0,None,N/A,N/A
https://youtu.be/51TM2IwzzIg?si=vU90mi9fGUrw6_e7,"UPI ID Kya Hai? Google Pay, Phonepe, Paytm में UPI ID Kaise Banate Hain?",0:00,8:26,0,service type,0,No complaint,,No cause,transaction,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/3_xOxG5Vnvs?si=5idmjZrXnfMK8sPT,UPI में नया बदलाव✍️ PhonePe Google Pay PayTM News Today🔥,0:00,8:20,0,Service Types,0,No complaint,,No cause,customer service,0,No complaint,,No cause,,,,,,,,,,
https://youtu.be/sti-_a8I8to?si=DOTJxRlAz4P5BvWK,"10 Types Of Bank Account Fraud : Phishing , Vishing , Skimming Etc Full Information",0:00,8:14,1,Transactions,1,Stolen banking details,0:15,Phishing steals banking details using fake websites,Customer service,1,Misleading emails,0:25,Phishing emails appear legitimate to gather information,Claimed benefit,1,Cyber crime prevention tips,0:35,Video educates on recognizing and avoiding phishing attempts,Service types,1,Email and computer security,0:45,Advises on securing personal information on email and computer
https://youtu.be/t9oxKrGrFso?si=6edfINbB-QODTAm3,बैंक में मिनिमम बैलेंस को लेकर RBI ने बनाए नए नियम | बैंक में Zero Balance पर नहीं लगेगी पेनल्टी RBI,0:00,8:10,0,customer Service,0,No complaint,,No cause,Claimed Benifit,0,No complaint,,No cause,transaction,0,No complaint,,No cause,,,,,
https://youtube.com/shorts/2djhvbmQaB8?si=u3JuTjbNhegcvptK,Latest Google Pay & PhonePe Scam - 81 Users Lost More than ₹1 Crore - New Cybercrime Fraud,0.0,0.33,1,Customer service,1,phonepe and google pay  scam,0.05,The scammer will pay 10 or 20 rs and they will say that they have sent it wrongly and they will ask for to refund the money and your account will abe hacked and all the money will be drained out.,,,,,,,,,,,,,,,
https://youtu.be/eXEwT_7aHFw?si=1CeBL5ngox06JFvB,Phone Pay Fraud Payment Refund Processing। फोन पे पर कैसे करें रिपोर्ट।,0:00,7:46,0,customer service,0,No complaint,,No cause,transaction,0,No complaint,,No cause,Claimed Benifit,0,No complaint,,No cause,,,,,
